Season,Episode,Episode ID,Actor,Role
3,3,tt2178802,Julian Glover,Grand Maester Pycelle
3,3,tt2178802,Iwan Rheon,Ramsay Snow
3,3,tt2178802,Noah Taylor,Locke
3,3,tt2178802,Mark Stanley,Grenn
3,3,tt2178802,Ben Crompton,Eddison Tollett
3,3,tt2178802,Luke Barnes,Rast
3,3,tt2178802,Burn Gorman,Karl Tanner
3,3,tt2178802,Hannah Murray,Gilly
3,3,tt2178802,Ben Hawkey,Hot Pie
3,3,tt2178802,Esmé Bianco,Ros
3,3,tt2178802,Daniel Portman,Podrick Payne
3,3,tt2178802,Philip McGinley,Anguy
3,3,tt2178802,Dan Hildebrand,Kraznys mo Nakloz
3,3,tt2178802,Nathalie Emmanuel,Missandei
3,3,tt2178802,Michael Shelford,Master Torturer
3,3,tt2178802,Clifford Barry,Greizhen mo Ullhor
3,3,tt2178802,Gary Lightbody,Bolton Soldier
3,3,tt2178802,Michelle Costello,Craster's Wife
3,3,tt2178802,Lisa Walsh,Craster's Younger Wife
3,3,tt2178802,Josephine Gillan,Marei
3,3,tt2178802,Kylie Harris,Genna
3,3,tt2178802,Pixie Le Knot,Kayla
3,3,tt2178802,Dean-Charles Chapman,Martyn Lannister
3,3,tt2178802,Timothy Gibbons,Willem Lannister
3,3,tt2178802,Mark Drake,Tortured Slave
3,4,tt2178798,Peter Dinklage,Tyrion Lannister
3,4,tt2178798,Nikolaj Coster-Waldau,Jaime Lannister
3,4,tt2178798,Lena Headey,Cersei Lannister
3,4,tt2178798,Emilia Clarke,Daenerys Targaryen
3,4,tt2178798,Iain Glen,Jorah Mormont
3,4,tt2178798,Michelle Fairley,Catelyn Stark
3,4,tt2178798,Charles Dance,Tywin Lannister
3,4,tt2178798,Natalie Dormer,Margaery Tyrell
3,4,tt2178798,Alfie Allen,Theon Greyjoy
3,4,tt2178798,Isaac Hempstead Wright,Bran Stark
3,4,tt2178798,Sophie Turner,Sansa Stark
3,4,tt2178798,Maisie Williams,Arya Stark
3,4,tt2178798,John Bradley,Samwell Tarly
3,4,tt2178798,Joe Dempsie,Gendry
3,4,tt2178798,Jack Gleeson,Joffrey Baratheon
3,4,tt2178798,Rory McCann,Sandor 'The Hound' Clegane
3,4,tt2178798,Conleth Hill,Lord Varys
3,4,tt2178798,James Cosmo,Jeor Mormont
3,4,tt2178798,Diana Rigg,Olenna Tyrell
3,4,tt2178798,Robert Pugh,Craster
3,4,tt2178798,Gwendoline Christie,Brienne of Tarth
3,4,tt2178798,Ian McElhinney,Barristan Selmy
3,4,tt2178798,Paul Kaye,Thoros of Myr
3,4,tt2178798,Richard Dormer,Beric Dondarrion
3,4,tt2178798,Noah Taylor,Locke
3,4,tt2178798,Iwan Rheon,Ramsay Snow
3,4,tt2178798,Hannah Murray,Gilly
3,4,tt2178798,Thomas Brodie-Sangster,Jojen Reed
3,4,tt2178798,Burn Gorman,Karl Tanner
3,4,tt2178798,Mark Stanley,Grenn
3,4,tt2178798,Ben Crompton,Eddison Tollett
3,4,tt2178798,Luke Barnes,Rast
3,4,tt2178798,Dan Hildebrand,Kraznys mo Nakloz
3,4,tt2178798,Nathalie Emmanuel,Missandei
3,4,tt2178798,Esmé Bianco,Ros
3,4,tt2178798,Philip McGinley,Anguy
3,4,tt2178798,Clifford Barry,Greizhen mo Ullhor
3,4,tt2178798,Sophie Reid,Tyrell Lady
3,4,tt2178798,Bryan Quinn,Bolton Soldier
3,4,tt2178798,Harold James McMullan,Sorcerer
3,5,tt2178788,Peter Dinklage,Tyrion Lannister
3,5,tt2178788,Nikolaj Coster-Waldau,Jaime Lannister
3,5,tt2178788,Lena Headey,Cersei Lannister
3,5,tt2178788,Emilia Clarke,Daenerys Targaryen
3,5,tt2178788,Kit Harington,Jon Snow
3,5,tt2178788,Richard Madden,Robb Stark
3,5,tt2178788,Iain Glen,Jorah Mormont
3,5,tt2178788,Michelle Fairley,Catelyn Stark
3,5,tt2178788,Aidan Gillen,Petyr 'Littlefinger' Baelish
3,5,tt2178788,Charles Dance,Tywin Lannister
3,5,tt2178788,Liam Cunningham,Davos Seaworth
3,5,tt2178788,Stephen Dillane,Stannis Baratheon
3,5,tt2178788,Natalie Dormer,Margaery Tyrell
3,5,tt2178788,Oona Chaplin,Talisa Stark
3,5,tt2178788,Sophie Turner,Sansa Stark
3,5,tt2178788,Maisie Williams,Arya Stark
3,5,tt2178788,Joe Dempsie,Gendry
3,5,tt2178788,Rose Leslie,Ygritte
3,5,tt2178788,Rory McCann,Sandor 'The Hound' Clegane
3,5,tt2178788,Diana Rigg,Olenna Tyrell
3,5,tt2178788,Gwendoline Christie,Brienne of Tarth
3,5,tt2178788,Ian McElhinney,Barristan Selmy
3,5,tt2178788,Michael McElhatton,Roose Bolton
3,5,tt2178788,Paul Kaye,Thoros of Myr
3,5,tt2178788,Richard Dormer,Beric Dondarrion
3,5,tt2178788,Mackenzie Crook,Orell
3,5,tt2178788,Anton Lesser,Qyburn
3,5,tt2178788,Clive Russell,Brynden 'Blackfish' Tully
3,5,tt2178788,Tobias Menzies,Edmure Tully
3,5,tt2178788,Kristofer Hivju,Tormund Giantsbane
3,5,tt2178788,Noah Taylor,Locke
3,5,tt2178788,Finn Jones,Loras Tyrell
3,5,tt2178788,John Stahl,Rickard Karstark
3,5,tt2178788,Tara Fitzgerald,Selyse Baratheon
3,5,tt2178788,Kerry Ingram,Shireen Baratheon
3,5,tt2178788,Nathalie Emmanuel,Missandei
3,5,tt2178788,Jacob Anderson,Grey Worm
3,5,tt2178788,Philip McGinley,Anguy
3,5,tt2178788,Daniel Portman,Podrick Payne
3,5,tt2178788,Will Tudor,Olyvar
3,5,tt2178788,Dean-Charles Chapman,Martyn Lannister
3,5,tt2178788,Timothy Gibbons,Willem Lannister
3,5,tt2178788,Shaun Blaney,Karstark Lookout
3,6,tt2178812,Peter Dinklage,Tyrion Lannister
3,6,tt2178812,Nikolaj Coster-Waldau,Jaime Lannister
3,6,tt2178812,Lena Headey,Cersei Lannister
3,6,tt2178812,Kit Harington,Jon Snow
3,6,tt2178812,Richard Madden,Robb Stark
3,6,tt2178812,Michelle Fairley,Catelyn Stark
3,6,tt2178812,Aidan Gillen,Petyr 'Littlefinger' Baelish
3,6,tt2178812,Charles Dance,Tywin Lannister
3,6,tt2178812,Carice van Houten,Melisandre
3,6,tt2178812,Alfie Allen,Theon Greyjoy
3,6,tt2178812,Isaac Hempstead Wright,Bran Stark
3,6,tt2178812,Sophie Turner,Sansa Stark
3,6,tt2178812,Maisie Williams,Arya Stark
3,6,tt2178812,John Bradley,Samwell Tarly
3,6,tt2178812,Joe Dempsie,Gendry
3,6,tt2178812,Jack Gleeson,Joffrey Baratheon
3,6,tt2178812,Rose Leslie,Ygritte
3,6,tt2178812,Conleth Hill,Lord Varys
3,6,tt2178812,Sibel Kekilli,Shae
3,6,tt2178812,Diana Rigg,Olenna Tyrell
3,6,tt2178812,Gwendoline Christie,Brienne of Tarth
3,6,tt2178812,Michael McElhatton,Roose Bolton
3,6,tt2178812,Paul Kaye,Thoros of Myr
3,6,tt2178812,Richard Dormer,Beric Dondarrion
3,6,tt2178812,Mackenzie Crook,Orell
3,6,tt2178812,Natalia Tena,Osha
3,6,tt2178812,Clive Russell,Brynden 'Blackfish' Tully
3,6,tt2178812,Tobias Menzies,Edmure Tully
3,6,tt2178812,Kristofer Hivju,Tormund Giantsbane
3,6,tt2178812,Iwan Rheon,Ramsay Snow
3,6,tt2178812,Hannah Murray,Gilly
3,6,tt2178812,Finn Jones,Loras Tyrell
3,6,tt2178812,Thomas Brodie-Sangster,Jojen Reed
3,6,tt2178812,Ellie Kendrick,Meera Reed
3,6,tt2178812,Esmé Bianco,Ros
3,6,tt2178812,Philip McGinley,Anguy
3,6,tt2178812,Kristian Nairn,Hodor
3,6,tt2178812,Tom Brooke,Lothar Frey
3,6,tt2178812,Tim Plester,Black Walder Rivers
3,6,tt2178812,Sara Dylan,Bernadette
3,6,tt2178812,Art Parkinson,Rickon Stark
3,7,tt2178814,Peter Dinklage,Tyrion Lannister
3,7,tt2178814,Nikolaj Coster-Waldau,Jaime Lannister
3,7,tt2178814,Emilia Clarke,Daenerys Targaryen
3,7,tt2178814,Kit Harington,Jon Snow
3,7,tt2178814,Richard Madden,Robb Stark
3,7,tt2178814,Iain Glen,Jorah Mormont
3,7,tt2178814,Michelle Fairley,Catelyn Stark
3,7,tt2178814,Charles Dance,Tywin Lannister
3,7,tt2178814,Natalie Dormer,Margaery Tyrell
3,7,tt2178814,Carice van Houten,Melisandre
3,7,tt2178814,Isaac Hempstead Wright,Bran Stark
3,7,tt2178814,Sophie Turner,Sansa Stark
3,7,tt2178814,Maisie Williams,Arya Stark
3,7,tt2178814,Alfie Allen,Theon Greyjoy
3,7,tt2178814,Oona Chaplin,Talisa Stark
3,7,tt2178814,Jack Gleeson,Joffrey Baratheon
3,7,tt2178814,Joe Dempsie,Gendry
3,7,tt2178814,Sibel Kekilli,Shae
3,7,tt2178814,Rose Leslie,Ygritte
3,7,tt2178814,Jerome Flynn,Bronn
3,7,tt2178814,Rory McCann,Sandor 'The Hound' Clegane
3,7,tt2178814,Mackenzie Crook,Orell
3,7,tt2178814,Gwendoline Christie,Brienne of Tarth
3,7,tt2178814,Richard Dormer,Beric Dondarrion
3,7,tt2178814,Paul Kaye,Thoros of Myr
3,7,tt2178814,Noah Taylor,Locke
3,7,tt2178814,Natalia Tena,Osha
3,7,tt2178814,Anton Lesser,Qyburn
3,7,tt2178814,Michael McElhatton,Roose Bolton
3,7,tt2178814,Clive Russell,Brynden 'Blackfish' Tully
3,7,tt2178814,Tobias Menzies,Edmure Tully
3,7,tt2178814,Ian McElhinney,Barristan Selmy
3,7,tt2178814,Iwan Rheon,Ramsay Snow
3,7,tt2178814,Kristofer Hivju,Tormund Giantsbane
3,7,tt2178814,Thomas Brodie-Sangster,Jojen Reed
3,7,tt2178814,Ellie Kendrick,Meera Reed
3,7,tt2178814,Nathalie Emmanuel,Missandei
3,7,tt2178814,Jacob Anderson,Grey Worm
3,7,tt2178814,Kristian Nairn,Hodor
3,7,tt2178814,Philip McGinley,Anguy
3,7,tt2178814,George Georgiou,Razdal mo Eraz
3,7,tt2178814,Jamie Michie,Steelshanks Walton
3,7,tt2178814,Charlotte Hope,Myranda
3,7,tt2178814,Stephanie Blacker,Violet
3,7,tt2178814,Art Parkinson,Rickon Stark
3,8,tt2178806,Peter Dinklage,Tyrion Lannister
3,8,tt2178806,Lena Headey,Cersei Lannister
3,8,tt2178806,Emilia Clarke,Daenerys Targaryen
3,8,tt2178806,Iain Glen,Jorah Mormont
3,8,tt2178806,Charles Dance,Tywin Lannister
3,8,tt2178806,Liam Cunningham,Davos Seaworth
3,8,tt2178806,Stephen Dillane,Stannis Baratheon
3,8,tt2178806,Carice van Houten,Melisandre
3,8,tt2178806,Natalie Dormer,Margaery Tyrell
3,8,tt2178806,Jack Gleeson,Joffrey Baratheon
3,8,tt2178806,Sophie Turner,Sansa Stark
3,8,tt2178806,Maisie Williams,Arya Stark
3,8,tt2178806,John Bradley,Samwell Tarly
3,8,tt2178806,Joe Dempsie,Gendry
3,8,tt2178806,Sibel Kekilli,Shae
3,8,tt2178806,Rory McCann,Sandor 'The Hound' Clegane
3,8,tt2178806,Conleth Hill,Lord Varys
3,8,tt2178806,Jerome Flynn,Bronn
3,8,tt2178806,Diana Rigg,Olenna Tyrell
3,8,tt2178806,Julian Glover,Grand Maester Pycelle
3,8,tt2178806,Ian McElhinney,Barristan Selmy
3,8,tt2178806,Hannah Murray,Gilly
3,8,tt2178806,Finn Jones,Loras Tyrell
3,8,tt2178806,Ed Skrein,Daario Naharis
3,8,tt2178806,Jacob Anderson,Grey Worm
3,8,tt2178806,Nathalie Emmanuel,Missandei
3,8,tt2178806,Mark Killeen,Mero
3,8,tt2178806,Ramon Tikaram,Prendahl na Ghezn
3,8,tt2178806,Daniel Portman,Podrick Payne
3,8,tt2178806,Ian Beattie,Meryn Trant
3,8,tt2178806,Paul Bentley,High Septon
3,8,tt2178806,Talitha Luke-Eardley,Yunkai'i Whore
3,8,tt2178806,Ross Mullan,White Walker
3,9,tt2178784,Emilia Clarke,Daenerys Targaryen
3,9,tt2178784,Kit Harington,Jon Snow
3,9,tt2178784,Richard Madden,Robb Stark
3,9,tt2178784,Iain Glen,Jorah Mormont
3,9,tt2178784,Michelle Fairley,Catelyn Stark
3,9,tt2178784,John Bradley,Samwell Tarly
3,9,tt2178784,Isaac Hempstead Wright,Bran Stark
3,9,tt2178784,Maisie Williams,Arya Stark
3,9,tt2178784,Oona Chaplin,Talisa Stark
3,9,tt2178784,Rose Leslie,Ygritte
3,9,tt2178784,Rory McCann,Sandor 'The Hound' Clegane
3,9,tt2178784,David Bradley,Walder Frey
3,9,tt2178784,Mackenzie Crook,Orell
3,9,tt2178784,Michael McElhatton,Roose Bolton
3,9,tt2178784,Ian McElhinney,Barristan Selmy
3,9,tt2178784,Clive Russell,Brynden 'Blackfish' Tully
3,9,tt2178784,Tobias Menzies,Edmure Tully
3,9,tt2178784,Kristofer Hivju,Tormund Giantsbane
3,9,tt2178784,Natalia Tena,Osha
3,9,tt2178784,Thomas Brodie-Sangster,Jojen Reed
3,9,tt2178784,Ellie Kendrick,Meera Reed
3,9,tt2178784,Hannah Murray,Gilly
3,9,tt2178784,Ed Skrein,Daario Naharis
3,9,tt2178784,Jacob Anderson,Grey Worm
3,9,tt2178784,Nathalie Emmanuel,Missandei
3,9,tt2178784,Kristian Nairn,Hodor
3,9,tt2178784,Tom Brooke,Lothar Frey
3,9,tt2178784,Tim Plester,Black Walder Rivers
3,9,tt2178784,Kenneth Hadley,Septon
3,9,tt2178784,Art Parkinson,Rickon Stark
3,9,tt2178784,Alexandra Dowling,Roslin Frey
3,9,tt2178784,Sean Buckley,Old Man
3,9,tt2178784,A.J. Kennedy,Frey Guard
3,9,tt2178784,Grace Hendy,Merry Frey
3,9,tt2178784,Pat McGrath,Hog Farmer
3,9,tt2178784,Kelly Long,Joyeuse Frey
3,9,tt2178784,Oddie Braddell,Wendel Manderly
3,9,tt2178784,Will Champion,Drummer
3,10,tt2178796,Peter Dinklage,Tyrion Lannister
3,10,tt2178796,Nikolaj Coster-Waldau,Jaime Lannister
3,10,tt2178796,Lena Headey,Cersei Lannister
3,10,tt2178796,Emilia Clarke,Daenerys Targaryen
3,10,tt2178796,Kit Harington,Jon Snow
3,10,tt2178796,Iain Glen,Jorah Mormont
3,10,tt2178796,Charles Dance,Tywin Lannister
3,10,tt2178796,Liam Cunningham,Davos Seaworth
3,10,tt2178796,Stephen Dillane,Stannis Baratheon
3,10,tt2178796,Carice van Houten,Melisandre
3,10,tt2178796,Isaac Hempstead Wright,Bran Stark
3,10,tt2178796,Sophie Turner,Sansa Stark
3,10,tt2178796,Maisie Williams,Arya Stark
3,10,tt2178796,Alfie Allen,Theon Greyjoy
3,10,tt2178796,Jack Gleeson,Joffrey Baratheon
3,10,tt2178796,Rose Leslie,Ygritte
3,10,tt2178796,John Bradley,Samwell Tarly
3,10,tt2178796,Joe Dempsie,Gendry
3,10,tt2178796,Rory McCann,Sandor 'The Hound' Clegane
3,10,tt2178796,Conleth Hill,Lord Varys
3,10,tt2178796,Sibel Kekilli,Shae
3,10,tt2178796,David Bradley,Walder Frey
3,10,tt2178796,Patrick Malahide,Balon Greyjoy
3,10,tt2178796,Michael McElhatton,Roose Bolton
3,10,tt2178796,Peter Vaughan,Maester Aemon
3,10,tt2178796,Julian Glover,Grand Maester Pycelle
3,10,tt2178796,Gwendoline Christie,Brienne of Tarth
3,10,tt2178796,Iwan Rheon,Ramsay Snow
3,10,tt2178796,Ian McElhinney,Barristan Selmy
3,10,tt2178796,Anton Lesser,Qyburn
3,10,tt2178796,Hannah Murray,Gilly
3,10,tt2178796,Thomas Brodie-Sangster,Jojen Reed
3,10,tt2178796,Ellie Kendrick,Meera Reed
3,10,tt2178796,Gemma Whelan,Yara Greyjoy
3,10,tt2178796,Daniel Portman,Podrick Payne
3,10,tt2178796,Ed Skrein,Daario Naharis
3,10,tt2178796,Kristian Nairn,Hodor
3,10,tt2178796,Nathalie Emmanuel,Missandei
3,10,tt2178796,Jacob Anderson,Grey Worm
3,10,tt2178796,Josef Altin,Pypar
3,10,tt2178796,Kerry Ingram,Shireen Baratheon
3,10,tt2178796,Ciaran O'Grady,Frey Soldier #1
3,10,tt2178796,Michael Liebmann,Frey Soldier #2
3,10,tt2178796,Alex Mileman,Fruit Vendor
3,10,tt2178796,Will O'Connell,Todder
3,10,tt2178796,Maro Drobnic,Desmond Crakehall
3,10,tt2178796,Marin Tudor,Yunkai'i Slave #1
3,10,tt2178796,Roxana Kadyrova,Yunkai'i Slave #2
3,10,tt2178796,Jamal Ouarraq,Yunkai'i Slave #3
3,10,tt2178796,El Hasani,Yunkai'i Slave #4
3,10,tt2178796,Mustapha Mekanassi,Yunkai'i Slave #5
4,1,tt2816136,Peter Dinklage,Tyrion Lannister
4,1,tt2816136,Nikolaj Coster-Waldau,Jaime Lannister
4,1,tt2816136,Lena Headey,Cersei Lannister
4,1,tt2816136,Emilia Clarke,Daenerys Targaryen
4,1,tt2816136,Kit Harington,Jon Snow
4,1,tt2816136,Charles Dance,Tywin Lannister
4,1,tt2816136,Natalie Dormer,Margaery Tyrell
4,1,tt2816136,Jack Gleeson,Joffrey Baratheon
4,1,tt2816136,Sophie Turner,Sansa Stark
4,1,tt2816136,Maisie Williams,Arya Stark
4,1,tt2816136,John Bradley,Samwell Tarly
4,1,tt2816136,Rose Leslie,Ygritte
4,1,tt2816136,Kristofer Hivju,Tormund Giantsbane
4,1,tt2816136,Rory McCann,Sandor 'The Hound' Clegane
4,1,tt2816136,Gwendoline Christie,Brienne of Tarth
4,1,tt2816136,Jerome Flynn,Bronn
4,1,tt2816136,Sibel Kekilli,Shae
4,1,tt2816136,Iain Glen,Jorah Mormont
4,1,tt2816136,Diana Rigg,Olenna Tyrell
4,1,tt2816136,Pedro Pascal,Oberyn Martell
4,1,tt2816136,Indira Varma,Ellaria Sand
4,1,tt2816136,Michiel Huisman,Daario Naharis
4,1,tt2816136,Ian McElhinney,Barristan Selmy
4,1,tt2816136,Peter Vaughan,Maester Aemon
4,1,tt2816136,Owen Teale,Alliser Thorne
4,1,tt2816136,Anton Lesser,Qyburn
4,1,tt2816136,Yuri Kolokolnikov,Styr
4,1,tt2816136,Jacob Anderson,Grey Worm
4,1,tt2816136,Nathalie Emmanuel,Missandei
4,1,tt2816136,Dominic Carter,Janos Slynt
4,1,tt2816136,Daniel Portman,Podrick Payne
4,1,tt2816136,Ian Beattie,Meryn Trant
4,1,tt2816136,Tony Way,Dontos Hollard
4,1,tt2816136,Will Tudor,Olyvar
4,1,tt2816136,Andy Kellegher,Polliver
4,1,tt2816136,Chris Reilly,Morgan
4,1,tt2816136,Stuart Martin,Morgan's Friend
4,1,tt2816136,Joseph Gatt,Thenn Warg
4,1,tt2816136,Martin Walsh,Innkeeper
4,1,tt2816136,Daniel Rabin,Lord Blackmont
4,1,tt2816136,Brian Fortune,Othell Yarwyck
4,1,tt2816136,Dez McMahon,Ser Endrew Tarth
4,1,tt2816136,Sara Dylan,Bernadette
4,1,tt2816136,Josephine Gillan,Marei
4,1,tt2816136,Kristen Gillespie,Whore #1
4,1,tt2816136,Tommy Dunne,Tommy
4,1,tt2816136,Gabrielle Dempsey,Innkeeper's Daughter
4,1,tt2816136,Maria Sikavica,Whore #2
4,2,tt2832378,Peter Dinklage,Tyrion Lannister
4,2,tt2832378,Nikolaj Coster-Waldau,Jaime Lannister
4,2,tt2832378,Lena Headey,Cersei Lannister
4,2,tt2832378,Charles Dance,Tywin Lannister
4,2,tt2832378,Natalie Dormer,Margaery Tyrell
4,2,tt2832378,Liam Cunningham,Davos Seaworth
4,2,tt2832378,Stephen Dillane,Stannis Baratheon
4,2,tt2832378,Carice van Houten,Melisandre
4,2,tt2832378,Alfie Allen,Theon Greyjoy
4,2,tt2832378,Jack Gleeson,Joffrey Baratheon
4,2,tt2832378,Isaac Hempstead Wright,Bran Stark
4,2,tt2832378,Sophie Turner,Sansa Stark
4,2,tt2832378,Gwendoline Christie,Brienne of Tarth
4,2,tt2832378,Sibel Kekilli,Shae
4,2,tt2832378,Iwan Rheon,Ramsay Snow
4,2,tt2832378,Conleth Hill,Lord Varys
4,2,tt2832378,Jerome Flynn,Bronn
4,2,tt2832378,Diana Rigg,Olenna Tyrell
4,2,tt2832378,Pedro Pascal,Oberyn Martell
4,2,tt2832378,Indira Varma,Ellaria Sand
4,2,tt2832378,Michael McElhatton,Roose Bolton
4,2,tt2832378,Julian Glover,Grand Maester Pycelle
4,2,tt2832378,Noah Taylor,Locke
4,2,tt2832378,Tara Fitzgerald,Selyse Baratheon
4,2,tt2832378,Roger Ashton-Griffiths,Mace Tyrell
4,2,tt2832378,Finn Jones,Loras Tyrell
4,2,tt2832378,Thomas Brodie-Sangster,Jojen Reed
4,2,tt2832378,Ellie Kendrick,Meera Reed
4,2,tt2832378,Kristian Nairn,Hodor
4,2,tt2832378,Dean-Charles Chapman,Tommen Baratheon
4,2,tt2832378,Daniel Portman,Podrick Payne
4,2,tt2832378,Ian Beattie,Meryn Trant
4,2,tt2832378,Tony Way,Dontos Hollard
4,2,tt2832378,Kerry Ingram,Shireen Baratheon
4,2,tt2832378,Charlotte Hope,Myranda
4,2,tt2832378,Jazzy De Lisser,Tansy
4,2,tt2832378,Paul Bentley,High Septon
4,2,tt2832378,Elizabeth Webster,Walda Bolton
4,2,tt2832378,James McHale,Axell Florent
4,2,tt2832378,Pixie Le Knot,Kayla
4,2,tt2832378,Jon Thor Birgisson,Musician #1
4,2,tt2832378,Orri P. Dyrason,Musician #2
4,2,tt2832378,Georg Holm,Musician #3
4,2,tt2832378,Raymond Griffiths,King Joffrey Baratheon Dwarf
4,2,tt2832378,Maxwell Laird,King Stannis Baratheon Dwarf
4,2,tt2832378,Dean Whatton,King Renly Baratheon Dwarf
4,2,tt2832378,George Appleby,King Robb Stark Dwarf
4,2,tt2832378,Krysten Coombs,King Balon Greyjoy Dwarf
4,3,tt2972426,Peter Dinklage,Tyrion Lannister
4,3,tt2972426,Nikolaj Coster-Waldau,Jaime Lannister
4,3,tt2972426,Lena Headey,Cersei Lannister
4,3,tt2972426,Emilia Clarke,Daenerys Targaryen
4,3,tt2972426,Kit Harington,Jon Snow
4,3,tt2972426,Aidan Gillen,Petyr 'Littlefinger' Baelish
4,3,tt2972426,Charles Dance,Tywin Lannister
4,3,tt2972426,Natalie Dormer,Margaery Tyrell
4,3,tt2972426,Liam Cunningham,Davos Seaworth
4,3,tt2972426,Stephen Dillane,Stannis Baratheon
4,3,tt2972426,Jack Gleeson,Joffrey Baratheon
4,3,tt2972426,Sophie Turner,Sansa Stark
4,3,tt2972426,Maisie Williams,Arya Stark
4,3,tt2972426,Rory McCann,Sandor 'The Hound' Clegane
4,3,tt2972426,John Bradley,Samwell Tarly
4,3,tt2972426,Rose Leslie,Ygritte
4,3,tt2972426,Kristofer Hivju,Tormund Giantsbane
4,3,tt2972426,Hannah Murray,Gilly
4,3,tt2972426,Gwendoline Christie,Brienne of Tarth
4,3,tt2972426,Conleth Hill,Lord Varys
4,3,tt2972426,Iain Glen,Jorah Mormont
4,3,tt2972426,Diana Rigg,Olenna Tyrell
4,3,tt2972426,Pedro Pascal,Oberyn Martell
4,3,tt2972426,Indira Varma,Ellaria Sand
4,3,tt2972426,Michiel Huisman,Daario Naharis
4,3,tt2972426,Peter Vaughan,Maester Aemon
4,3,tt2972426,Ian McElhinney,Barristan Selmy
4,3,tt2972426,Julian Glover,Grand Maester Pycelle
4,3,tt2972426,Owen Teale,Alliser Thorne
4,3,tt2972426,Yuri Kolokolnikov,Styr
4,3,tt2972426,Dominic Carter,Janos Slynt
4,3,tt2972426,Jacob Anderson,Grey Worm
4,3,tt2972426,Nathalie Emmanuel,Missandei
4,3,tt2972426,Mark Stanley,Grenn
4,3,tt2972426,Ben Crompton,Eddison Tollett
4,3,tt2972426,Daniel Portman,Podrick Payne
4,3,tt2972426,Tony Way,Dontos Hollard
4,3,tt2972426,Will Tudor,Olyvar
4,3,tt2972426,Dean-Charles Chapman,Tommen Baratheon
4,3,tt2972426,Josef Altin,Pypar
4,3,tt2972426,Ian Beattie,Meryn Trant
4,3,tt2972426,Joel Fry,Hizdahr zo Loraq
4,3,tt2972426,Finbar Lynch,Farmer Hamlet
4,3,tt2972426,Kerry Ingram,Shireen Baratheon
4,3,tt2972426,Brenock O'Connor,Olly
4,3,tt2972426,Jem Wall,Guymon
4,3,tt2972426,Raewyn Lippert,Olly's Mother
4,3,tt2972426,Lois Winstone,Mole's Town Whore
4,3,tt2972426,Lu Corfield,Mole's Town Madam
4,3,tt2972426,Joseph Gatt,Thenn Warg
4,3,tt2972426,Brian Fortune,Othell Yarwyck
4,3,tt2972426,Paul Bentley,High Septon
4,3,tt2972426,Patrick J Molloy,Night's Watchman
4,3,tt2972426,Emilio Doorgasingh,Great Master #1
4,3,tt2972426,Trixiebell Harrowell,Farmer's Daughter
4,3,tt2972426,Josephine Gillan,Marei
4,3,tt2972426,Xena Avramidis,King's Landing Whore
4,3,tt2972426,Derek Horsham,Great Master #2
4,3,tt2972426,Joshua Sher,Meereen Slave
4,3,tt2972426,Conor Watters,Manservant
4,4,tt2972428,Peter Dinklage,Tyrion Lannister
4,4,tt2972428,Nikolaj Coster-Waldau,Jaime Lannister
4,4,tt2972428,Lena Headey,Cersei Lannister
4,4,tt2972428,Emilia Clarke,Daenerys Targaryen
4,4,tt2972428,Kit Harington,Jon Snow
4,4,tt2972428,Aidan Gillen,Petyr 'Littlefinger' Baelish
4,4,tt2972428,Natalie Dormer,Margaery Tyrell
4,4,tt2972428,John Bradley,Samwell Tarly
4,4,tt2972428,Isaac Hempstead Wright,Bran Stark
4,4,tt2972428,Sophie Turner,Sansa Stark
4,4,tt2972428,Gwendoline Christie,Brienne of Tarth
4,4,tt2972428,Jerome Flynn,Bronn
4,4,tt2972428,Iain Glen,Jorah Mormont
4,4,tt2972428,Diana Rigg,Olenna Tyrell
4,4,tt2972428,Michiel Huisman,Daario Naharis
4,4,tt2972428,Ian McElhinney,Barristan Selmy
4,4,tt2972428,Owen Teale,Alliser Thorne
4,4,tt2972428,Burn Gorman,Karl Tanner
4,4,tt2972428,Noah Taylor,Locke
4,4,tt2972428,Dominic Carter,Janos Slynt
4,4,tt2972428,Nathalie Emmanuel,Missandei
4,4,tt2972428,Jacob Anderson,Grey Worm
4,4,tt2972428,Thomas Brodie-Sangster,Jojen Reed
4,4,tt2972428,Ellie Kendrick,Meera Reed
4,4,tt2972428,Kristian Nairn,Hodor
4,4,tt2972428,Mark Stanley,Grenn
4,4,tt2972428,Ben Crompton,Eddison Tollett
4,4,tt2972428,Luke Barnes,Rast
4,4,tt2972428,Dean-Charles Chapman,Tommen Baratheon
4,4,tt2972428,Daniel Portman,Podrick Payne
4,4,tt2972428,Josef Altin,Pypar
4,4,tt2972428,Brenock O'Connor,Olly
4,4,tt2972428,Emilio Doorgasingh,Great Master #1
4,4,tt2972428,Reece Noi,Mossador
4,4,tt2972428,Philip Philmar,Elder Meereen Slave
4,4,tt2972428,Ross Mullan,White Walker
4,4,tt2972428,Richard Brake,The Night King
4,4,tt2972428,Deirdre Monaghan,Morag
4,4,tt2972428,Robert Goodman,Valyrian Slave
4,4,tt2972428,Karl Jackson,Unsullied
4,4,tt2972428,Jane McGrath,Sissy
4,4,tt2972428,Aeryn Walker,Craster's Wife #2
4,4,tt2972428,Cheryl Lester,Craster's Wife #3
4,4,tt2972428,Will Fortune,
4,4,tt2972428,Jon Freeman,
